Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 11May23 XETR 66,000 21.77308 EUR XETR
2023-05-11T10:24:34.10Z 161 22.11000 EUR XETR
2023-05-11T10:28:00.44Z 231 22.11000 EUR XETR
2023-05-11T10:34:38.37Z 126 22.11000 EUR XETR
2023-05-11T10:40:49.23Z 165 22.12000 EUR XETR
2023-05-11T10:45:20.89Z 257 22.12000 EUR XETR
2023-05-11T10:52:04.22Z 189 22.14000 EUR XETR
2023-05-11T10:53:59.56Z 128 22.14000 EUR XETR
2023-05-11T10:53:59.58Z 58 22.14000 EUR XETR
2023-05-11T10:53:59.58Z 162 22.14000 EUR XETR
2023-05-11T11:02:34.53Z 222 22.07000 EUR XETR
2023-05-11T11:03:27.22Z 248 22.07000 EUR XETR
2023-05-11T11:06:56.86Z 32 22.07000 EUR XETR
2023-05-11T11:06:56.86Z 174 22.07000 EUR XETR
2023-05-11T11:07:23.10Z 204 22.06000 EUR XETR
2023-05-11T11:09:26.49Z 216 22.07000 EUR XETR
2023-05-11T11:10:59.09Z 153 22.05000 EUR XETR
2023-05-11T11:10:59.09Z 154 22.05000 EUR XETR
2023-05-11T11:12:11.91Z 198 22.05000 EUR XETR
2023-05-11T11:13:52.25Z 247 22.03000 EUR XETR
2023-05-11T11:14:44.28Z 273 22.02000 EUR XETR
2023-05-11T11:14:49.89Z 638 22.00000 EUR XETR
2023-05-11T11:14:51.01Z 818 21.99000 EUR XETR
2023-05-11T11:15:12.56Z 335 22.00000 EUR XETR
2023-05-11T11:16:30.83Z 306 22.01000 EUR XETR
2023-05-11T11:19:55.83Z 50 22.01000 EUR XETR
2023-05-11T11:20:14.69Z 231 22.01000 EUR XETR
2023-05-11T11:21:05.73Z 375 21.99000 EUR XETR
2023-05-11T11:26:18.76Z 50 22.01000 EUR XETR
2023-05-11T11:26:21.39Z 70 22.01000 EUR XETR
2023-05-11T11:26:21.39Z 182 22.01000 EUR XETR
2023-05-11T11:32:15.07Z 12 22.05000 EUR XETR
2023-05-11T11:32:15.07Z 200 22.05000 EUR XETR
2023-05-11T11:35:55.45Z 132 22.03000 EUR XETR
2023-05-11T11:39:26.34Z 186 22.03000 EUR XETR
2023-05-11T11:41:04.40Z 214 22.01000 EUR XETR
2023-05-11T11:41:33.02Z 183 22.00000 EUR XETR
2023-05-11T11:43:15.68Z 170 21.99000 EUR XETR
2023-05-11T11:44:00.86Z 138 21.98000 EUR XETR
2023-05-11T11:46:48.86Z 259 21.98000 EUR XETR
2023-05-11T11:56:28.97Z 139 22.00000 EUR XETR
2023-05-11T11:58:19.42Z 165 22.00000 EUR XETR
2023-05-11T11:59:01.91Z 1 21.98000 EUR XETR
2023-05-11T12:08:00.71Z 270 21.98000 EUR XETR
2023-05-11T12:11:06.29Z 5 22.00000 EUR XETR
2023-05-11T12:16:30.56Z 98 22.00000 EUR XETR
2023-05-11T12:16:30.56Z 399 22.00000 EUR XETR
2023-05-11T12:16:41.86Z 245 22.01000 EUR XETR
2023-05-11T12:16:41.86Z 556 22.01000 EUR XETR
2023-05-11T12:17:43.90Z 186 22.01000 EUR XETR
2023-05-11T12:17:46.92Z 31 22.01000 EUR XETR
2023-05-11T12:17:46.92Z 275 22.01000 EUR XETR
2023-05-11T12:19:31.92Z 342 22.01000 EUR XETR
2023-05-11T12:21:10.96Z 583 21.99000 EUR XETR
2023-05-11T12:21:14.44Z 136 21.98000 EUR XETR
2023-05-11T12:24:57.66Z 300 21.97000 EUR XETR
2023-05-11T12:29:19.48Z 209 21.99000 EUR XETR
2023-05-11T12:29:44.52Z 265 21.98000 EUR XETR
2023-05-11T12:30:27.83Z 209 22.00000 EUR XETR
2023-05-11T12:31:02.19Z 247 21.99000 EUR XETR
2023-05-11T12:34:17.30Z 332 22.02000 EUR XETR
2023-05-11T12:34:17.32Z 154 22.02000 EUR XETR
2023-05-11T12:35:02.97Z 160 22.00000 EUR XETR
2023-05-11T12:35:02.98Z 167 22.00000 EUR XETR
2023-05-11T12:35:09.44Z 240 21.98000 EUR XETR
2023-05-11T12:37:03.71Z 230 21.99000 EUR XETR
2023-05-11T12:38:17.03Z 233 21.97000 EUR XETR
2023-05-11T12:40:11.18Z 247 21.98000 EUR XETR
