Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 06Apr23 XETR 72,000 20.66789 EUR XETR
2023-04-06T07:03:08.44Z 123 20.96000 EUR XETR
2023-04-06T07:03:40.00Z 101 20.95000 EUR XETR
2023-04-06T07:08:02.13Z 155 20.91000 EUR XETR
2023-04-06T07:11:03.85Z 102 20.93000 EUR XETR
2023-04-06T07:11:21.39Z 154 20.99000 EUR XETR
2023-04-06T07:11:21.40Z 168 20.99000 EUR XETR
2023-04-06T07:12:27.80Z 159 21.03000 EUR XETR
2023-04-06T07:12:32.30Z 8 21.03000 EUR XETR
2023-04-06T07:12:32.30Z 9 21.03000 EUR XETR
2023-04-06T07:12:32.30Z 11 21.03000 EUR XETR
2023-04-06T07:12:32.31Z 35 21.03000 EUR XETR
2023-04-06T07:14:09.36Z 34 21.00000 EUR XETR
2023-04-06T07:14:09.36Z 70 21.00000 EUR XETR
2023-04-06T07:17:12.78Z 159 21.04000 EUR XETR
2023-04-06T07:17:59.64Z 125 21.02000 EUR XETR
2023-04-06T07:17:59.65Z 19 21.02000 EUR XETR
2023-04-06T07:19:56.71Z 143 20.99000 EUR XETR
2023-04-06T07:19:56.74Z 100 20.99000 EUR XETR
2023-04-06T07:19:56.88Z 17 20.99000 EUR XETR
2023-04-06T07:21:03.91Z 172 20.97000 EUR XETR
2023-04-06T07:22:10.44Z 121 20.95000 EUR XETR
2023-04-06T07:22:47.07Z 50 20.93000 EUR XETR
2023-04-06T07:22:47.07Z 81 20.93000 EUR XETR
2023-04-06T07:25:11.38Z 111 20.87000 EUR XETR
2023-04-06T07:28:06.51Z 102 20.86000 EUR XETR
2023-04-06T07:28:06.53Z 107 20.86000 EUR XETR
2023-04-06T07:29:45.55Z 125 20.83000 EUR XETR
2023-04-06T07:30:12.59Z 34 20.83000 EUR XETR
2023-04-06T07:30:30.45Z 53 20.87000 EUR XETR
2023-04-06T07:30:30.45Z 136 20.87000 EUR XETR
2023-04-06T07:32:59.66Z 50 20.82000 EUR XETR
2023-04-06T07:32:59.66Z 66 20.82000 EUR XETR
2023-04-06T07:36:15.41Z 104 20.81000 EUR XETR
2023-04-06T07:36:34.70Z 177 20.81000 EUR XETR
2023-04-06T07:41:02.75Z 113 20.77000 EUR XETR
2023-04-06T07:43:01.91Z 232 20.77000 EUR XETR
2023-04-06T07:43:04.30Z 278 20.76000 EUR XETR
2023-04-06T07:43:21.94Z 185 20.74000 EUR XETR
2023-04-06T07:44:05.10Z 50 20.74000 EUR XETR
2023-04-06T07:44:05.10Z 51 20.74000 EUR XETR
2023-04-06T07:44:11.92Z 50 20.73000 EUR XETR
2023-04-06T07:47:34.82Z 175 20.80000 EUR XETR
2023-04-06T07:48:35.48Z 23 20.79000 EUR XETR
2023-04-06T07:48:35.48Z 100 20.79000 EUR XETR
2023-04-06T07:50:33.67Z 139 20.76000 EUR XETR
2023-04-06T07:55:41.95Z 229 20.82000 EUR XETR
2023-04-06T07:57:53.20Z 312 20.82000 EUR XETR
2023-04-06T07:57:53.90Z 326 20.80000 EUR XETR
2023-04-06T07:58:11.27Z 133 20.79000 EUR XETR
2023-04-06T07:59:05.09Z 32 20.80000 EUR XETR
2023-04-06T07:59:05.09Z 38 20.80000 EUR XETR
2023-04-06T07:59:05.09Z 136 20.80000 EUR XETR
2023-04-06T07:59:56.84Z 236 20.80000 EUR XETR
2023-04-06T08:02:29.02Z 139 20.81000 EUR XETR
2023-04-06T08:02:57.60Z 164 20.80000 EUR XETR
2023-04-06T08:02:57.62Z 143 20.80000 EUR XETR
2023-04-06T08:06:52.96Z 259 20.84000 EUR XETR
2023-04-06T08:09:05.19Z 88 20.84000 EUR XETR
2023-04-06T08:09:05.19Z 122 20.84000 EUR XETR
2023-04-06T08:11:35.01Z 27 20.84000 EUR XETR
2023-04-06T08:11:35.01Z 148 20.84000 EUR XETR
2023-04-06T08:14:54.82Z 147 20.84000 EUR XETR
2023-04-06T08:15:01.06Z 175 20.84000 EUR XETR
2023-04-06T08:17:42.56Z 13 20.82000 EUR XETR
2023-04-06T08:17:42.56Z 110 20.82000 EUR XETR
2023-04-06T08:17:42.57Z 97 20.82000 EUR XETR
2023-04-06T08:18:06.02Z 159 20.81000 EUR XETR
