Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 16May23 XETR 62,000 23.63867 EUR XETR
2023-05-16T07:08:02.40Z 149 23.22000 EUR XETR
2023-05-16T07:08:10.81Z 190 23.25000 EUR XETR
2023-05-16T07:08:23.15Z 258 23.28000 EUR XETR
2023-05-16T07:08:59.55Z 123 23.35000 EUR XETR
2023-05-16T07:08:59.57Z 130 23.35000 EUR XETR
2023-05-16T07:09:19.23Z 204 23.42000 EUR XETR
2023-05-16T07:09:26.38Z 455 23.51000 EUR XETR
2023-05-16T07:09:28.35Z 344 23.49000 EUR XETR
2023-05-16T07:09:31.65Z 229 23.49000 EUR XETR
2023-05-16T07:09:31.67Z 234 23.49000 EUR XETR
2023-05-16T07:09:37.65Z 201 23.52000 EUR XETR
2023-05-16T07:09:45.19Z 245 23.56000 EUR XETR
2023-05-16T07:09:56.15Z 198 23.52000 EUR XETR
2023-05-16T07:10:30.88Z 124 23.49000 EUR XETR
2023-05-16T07:10:37.72Z 230 23.54000 EUR XETR
2023-05-16T07:11:03.95Z 163 23.40000 EUR XETR
2023-05-16T07:11:19.24Z 189 23.45000 EUR XETR
2023-05-16T07:12:03.86Z 179 23.52000 EUR XETR
2023-05-16T07:12:03.87Z 139 23.52000 EUR XETR
2023-05-16T07:12:46.96Z 125 23.49000 EUR XETR
2023-05-16T07:12:50.97Z 206 23.43000 EUR XETR
2023-05-16T07:15:07.19Z 124 23.48000 EUR XETR
2023-05-16T07:16:29.23Z 172 23.51000 EUR XETR
2023-05-16T07:17:21.11Z 140 23.52000 EUR XETR
2023-05-16T07:17:59.33Z 125 23.51000 EUR XETR
2023-05-16T07:19:05.05Z 179 23.57000 EUR XETR
2023-05-16T07:19:09.18Z 121 23.60000 EUR XETR
2023-05-16T07:20:19.97Z 136 23.59000 EUR XETR
2023-05-16T07:20:33.79Z 26 23.58000 EUR XETR
2023-05-16T07:20:33.79Z 107 23.58000 EUR XETR
2023-05-16T07:21:09.10Z 263 23.60000 EUR XETR
2023-05-16T07:21:59.69Z 205 23.57000 EUR XETR
2023-05-16T07:22:11.34Z 146 23.58000 EUR XETR
2023-05-16T07:24:16.49Z 130 23.56000 EUR XETR
2023-05-16T07:25:07.68Z 127 23.51000 EUR XETR
2023-05-16T07:25:59.80Z 127 23.55000 EUR XETR
2023-05-16T07:27:11.69Z 145 23.56000 EUR XETR
2023-05-16T07:28:32.80Z 139 23.58000 EUR XETR
2023-05-16T07:28:41.72Z 124 23.56000 EUR XETR
2023-05-16T07:30:43.38Z 160 23.60000 EUR XETR
2023-05-16T07:33:44.56Z 139 23.68000 EUR XETR
2023-05-16T07:33:45.47Z 158 23.68000 EUR XETR
2023-05-16T07:33:53.36Z 167 23.68000 EUR XETR
2023-05-16T07:35:08.02Z 305 23.74000 EUR XETR
2023-05-16T07:35:15.42Z 83 23.76000 EUR XETR
2023-05-16T07:35:15.42Z 106 23.76000 EUR XETR
2023-05-16T07:35:23.18Z 286 23.72000 EUR XETR
2023-05-16T07:35:57.04Z 190 23.74000 EUR XETR
2023-05-16T07:37:23.59Z 145 23.58000 EUR XETR
2023-05-16T07:38:34.62Z 137 23.51000 EUR XETR
2023-05-16T07:39:24.68Z 162 23.56000 EUR XETR
2023-05-16T07:39:55.02Z 122 23.58000 EUR XETR
2023-05-16T07:41:03.60Z 197 23.63000 EUR XETR
2023-05-16T07:41:06.49Z 189 23.60000 EUR XETR
2023-05-16T07:41:59.58Z 158 23.59000 EUR XETR
2023-05-16T07:43:00.75Z 152 23.52000 EUR XETR
2023-05-16T07:44:33.00Z 122 23.54000 EUR XETR
2023-05-16T07:45:14.11Z 124 23.49000 EUR XETR
2023-05-16T07:46:05.19Z 122 23.56000 EUR XETR
2023-05-16T07:47:37.27Z 183 23.68000 EUR XETR
2023-05-16T07:50:34.32Z 178 23.66000 EUR XETR
2023-05-16T07:51:59.39Z 129 23.64000 EUR XETR
2023-05-16T07:54:46.76Z 35 23.58000 EUR XETR
2023-05-16T07:54:46.76Z 141 23.58000 EUR XETR
2023-05-16T07:56:09.33Z 65 23.60000 EUR XETR
2023-05-16T07:57:10.93Z 127 23.59000 EUR XETR
2023-05-16T07:59:10.02Z 258 23.65000 EUR XETR
