Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 27Mar23 XETR 78,000 19.16709 EUR XETR
2023-03-27T07:02:49.53Z 133 19.16000 EUR XETR
2023-03-27T07:02:49.54Z 10 19.16000 EUR XETR
2023-03-27T07:03:30.64Z 133 19.16000 EUR XETR
2023-03-27T07:04:43.42Z 162 19.13000 EUR XETR
2023-03-27T07:05:02.83Z 130 19.11000 EUR XETR
2023-03-27T07:08:04.85Z 123 19.01000 EUR XETR
2023-03-27T07:13:04.53Z 123 19.03000 EUR XETR
2023-03-27T07:13:05.27Z 181 19.02000 EUR XETR
2023-03-27T07:13:09.63Z 211 19.00500 EUR XETR
2023-03-27T07:13:16.52Z 59 19.00500 EUR XETR
2023-03-27T07:13:19.95Z 144 18.99500 EUR XETR
2023-03-27T07:17:50.77Z 191 19.00500 EUR XETR
2023-03-27T07:18:25.26Z 143 18.99000 EUR XETR
2023-03-27T07:18:25.28Z 139 18.99000 EUR XETR
2023-03-27T07:19:02.87Z 40 19.02000 EUR XETR
2023-03-27T07:20:29.72Z 140 19.04000 EUR XETR
2023-03-27T07:20:38.78Z 177 19.03500 EUR XETR
2023-03-27T07:23:04.69Z 124 19.04500 EUR XETR
2023-03-27T07:25:26.82Z 165 19.00000 EUR XETR
2023-03-27T07:26:17.54Z 157 18.98000 EUR XETR
2023-03-27T07:26:26.43Z 129 18.98500 EUR XETR
2023-03-27T07:28:53.07Z 126 18.96000 EUR XETR
2023-03-27T07:30:06.57Z 165 18.93500 EUR XETR
2023-03-27T07:31:26.18Z 140 18.96500 EUR XETR
2023-03-27T07:35:05.61Z 132 18.89500 EUR XETR
2023-03-27T07:35:17.01Z 241 18.89000 EUR XETR
2023-03-27T07:35:23.96Z 414 18.84000 EUR XETR
2023-03-27T07:35:55.02Z 370 18.86500 EUR XETR
2023-03-27T07:36:06.26Z 122 18.86500 EUR XETR
2023-03-27T07:36:11.79Z 142 18.86500 EUR XETR
2023-03-27T07:36:30.26Z 201 18.86000 EUR XETR
2023-03-27T07:38:22.13Z 127 18.84500 EUR XETR
2023-03-27T07:41:17.53Z 159 18.83000 EUR XETR
2023-03-27T07:44:43.70Z 50 18.81000 EUR XETR
2023-03-27T07:44:49.05Z 13 18.81000 EUR XETR
2023-03-27T07:44:49.05Z 227 18.81000 EUR XETR
2023-03-27T07:46:42.42Z 126 18.79000 EUR XETR
2023-03-27T07:48:12.46Z 245 18.77000 EUR XETR
2023-03-27T07:51:26.75Z 192 18.81000 EUR XETR
2023-03-27T07:52:32.23Z 178 18.84500 EUR XETR
2023-03-27T07:53:38.11Z 132 18.86500 EUR XETR
2023-03-27T07:56:13.17Z 149 18.85500 EUR XETR
2023-03-27T07:59:21.55Z 224 18.85500 EUR XETR
2023-03-27T08:00:17.86Z 156 18.85000 EUR XETR
2023-03-27T08:02:07.80Z 146 18.87500 EUR XETR
2023-03-27T08:05:59.64Z 408 18.97500 EUR XETR
2023-03-27T08:09:25.47Z 37 19.04000 EUR XETR
2023-03-27T08:09:25.47Z 184 19.04000 EUR XETR
2023-03-27T08:09:33.29Z 135 19.03500 EUR XETR
2023-03-27T08:10:15.11Z 24 19.02000 EUR XETR
2023-03-27T08:10:15.11Z 53 19.02000 EUR XETR
2023-03-27T08:10:15.12Z 298 19.02000 EUR XETR
2023-03-27T08:14:13.07Z 172 19.00000 EUR XETR
2023-03-27T08:16:42.85Z 327 18.99000 EUR XETR
2023-03-27T08:20:03.38Z 239 19.03000 EUR XETR
2023-03-27T08:21:46.24Z 192 19.02500 EUR XETR
2023-03-27T08:21:52.16Z 291 19.02500 EUR XETR
2023-03-27T08:23:08.68Z 138 19.04500 EUR XETR
2023-03-27T08:25:45.25Z 155 19.05500 EUR XETR
2023-03-27T08:28:02.78Z 158 19.04500 EUR XETR
2023-03-27T08:30:00.02Z 124 19.05500 EUR XETR
2023-03-27T08:31:14.27Z 130 19.08000 EUR XETR
2023-03-27T08:31:46.28Z 4 19.07500 EUR XETR
2023-03-27T08:32:39.66Z 249 19.07500 EUR XETR
2023-03-27T08:39:07.27Z 278 19.10500 EUR XETR
2023-03-27T08:39:11.68Z 18 19.10000 EUR XETR
2023-03-27T08:42:31.21Z 243 19.10000 EUR XETR
