Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 12May23 XETR 67,700 22.07550 EUR XETR
2023-05-12T07:44:04.70Z 137 21.79000 EUR XETR
2023-05-12T07:48:03.02Z 158 21.75000 EUR XETR
2023-05-12T07:50:35.28Z 152 21.72000 EUR XETR
2023-05-12T07:56:35.67Z 135 21.76000 EUR XETR
2023-05-12T08:02:27.38Z 144 21.74000 EUR XETR
2023-05-12T08:04:42.27Z 136 21.73000 EUR XETR
2023-05-12T08:07:41.59Z 133 21.78000 EUR XETR
2023-05-12T08:18:12.66Z 204 21.80000 EUR XETR
2023-05-12T08:27:44.50Z 172 21.79000 EUR XETR
2023-05-12T08:27:46.94Z 167 21.79000 EUR XETR
2023-05-12T08:41:36.05Z 131 21.82000 EUR XETR
2023-05-12T08:45:40.80Z 292 21.80000 EUR XETR
2023-05-12T08:47:06.78Z 135 21.79000 EUR XETR
2023-05-12T08:53:46.71Z 216 21.80000 EUR XETR
2023-05-12T08:55:49.11Z 209 21.79000 EUR XETR
2023-05-12T08:56:32.72Z 131 21.77000 EUR XETR
2023-05-12T09:03:02.44Z 132 21.78000 EUR XETR
2023-05-12T09:03:44.07Z 253 21.80000 EUR XETR
2023-05-12T09:03:47.18Z 180 21.80000 EUR XETR
2023-05-12T09:04:19.35Z 22 21.80000 EUR XETR
2023-05-12T09:04:19.35Z 200 21.80000 EUR XETR
2023-05-12T09:07:16.38Z 295 21.82000 EUR XETR
2023-05-12T09:14:12.53Z 230 21.82000 EUR XETR
2023-05-12T09:14:16.58Z 232 21.81000 EUR XETR
2023-05-12T09:14:56.86Z 319 21.80000 EUR XETR
2023-05-12T09:18:35.10Z 178 21.82000 EUR XETR
2023-05-12T09:25:03.15Z 229 21.83000 EUR XETR
2023-05-12T09:25:03.27Z 144 21.83000 EUR XETR
2023-05-12T09:26:44.11Z 267 21.83000 EUR XETR
2023-05-12T09:31:43.80Z 57 21.83000 EUR XETR
2023-05-12T09:39:56.62Z 263 21.83000 EUR XETR
2023-05-12T09:42:05.93Z 211 21.82000 EUR XETR
2023-05-12T09:47:14.72Z 22 21.83000 EUR XETR
2023-05-12T09:47:14.72Z 41 21.83000 EUR XETR
2023-05-12T09:47:14.72Z 71 21.83000 EUR XETR
2023-05-12T09:48:42.41Z 151 21.83000 EUR XETR
2023-05-12T09:48:44.50Z 144 21.82000 EUR XETR
2023-05-12T09:50:01.51Z 7 21.81000 EUR XETR
2023-05-12T09:50:01.51Z 125 21.81000 EUR XETR
2023-05-12T09:52:48.82Z 185 21.81000 EUR XETR
2023-05-12T09:53:50.37Z 180 21.80000 EUR XETR
2023-05-12T09:56:06.31Z 201 21.79000 EUR XETR
2023-05-12T10:01:28.83Z 508 21.84000 EUR XETR
2023-05-12T10:02:57.64Z 116 21.83000 EUR XETR
2023-05-12T10:02:57.64Z 159 21.83000 EUR XETR
2023-05-12T10:04:25.18Z 444 21.84000 EUR XETR
2023-05-12T10:06:34.88Z 1085 21.83000 EUR XETR
2023-05-12T10:08:07.71Z 420 21.84000 EUR XETR
2023-05-12T10:08:22.56Z 634 21.82000 EUR XETR
2023-05-12T10:12:10.59Z 233 21.80000 EUR XETR
2023-05-12T10:12:13.72Z 173 21.78000 EUR XETR
2023-05-12T10:15:35.94Z 130 21.72000 EUR XETR
2023-05-12T10:18:16.22Z 141 21.77000 EUR XETR
2023-05-12T10:18:16.24Z 212 21.77000 EUR XETR
2023-05-12T10:26:23.73Z 130 21.79000 EUR XETR
2023-05-12T10:27:44.41Z 22 21.77000 EUR XETR
2023-05-12T10:28:53.85Z 246 21.77000 EUR XETR
2023-05-12T10:28:58.86Z 236 21.76000 EUR XETR
2023-05-12T10:39:36.86Z 43 21.77000 EUR XETR
2023-05-12T10:42:32.55Z 235 21.77000 EUR XETR
2023-05-12T10:50:45.99Z 82 21.79000 EUR XETR
2023-05-12T10:50:45.99Z 285 21.79000 EUR XETR
2023-05-12T10:54:03.61Z 442 21.86000 EUR XETR
2023-05-12T10:54:03.61Z 460 21.84000 EUR XETR
2023-05-12T10:54:05.69Z 302 21.81000 EUR XETR
2023-05-12T10:54:33.77Z 170 21.80000 EUR XETR
2023-05-12T10:54:54.80Z 47 21.79000 EUR XETR
