Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 14Mar23 XETR 75,393 19.58085 EUR XETR
2023-03-14T08:02:33.06Z 191 19.14000 EUR XETR
2023-03-14T08:03:53.40Z 204 19.11500 EUR XETR
2023-03-14T08:06:50.85Z 225 19.13500 EUR XETR
2023-03-14T08:07:52.78Z 149 19.18000 EUR XETR
2023-03-14T08:09:53.38Z 186 19.20000 EUR XETR
2023-03-14T08:10:12.41Z 174 19.22000 EUR XETR
2023-03-14T08:10:21.14Z 157 19.22000 EUR XETR
2023-03-14T08:11:03.54Z 157 19.20000 EUR XETR
2023-03-14T08:12:48.86Z 136 19.14500 EUR XETR
2023-03-14T08:15:09.85Z 218 19.19500 EUR XETR
2023-03-14T08:15:37.45Z 169 19.20000 EUR XETR
2023-03-14T08:17:37.46Z 175 19.23500 EUR XETR
2023-03-14T08:18:17.23Z 60 19.24000 EUR XETR
2023-03-14T08:18:17.23Z 135 19.24000 EUR XETR
2023-03-14T08:19:42.94Z 137 19.21500 EUR XETR
2023-03-14T08:20:39.78Z 260 19.22000 EUR XETR
2023-03-14T08:21:26.93Z 131 19.22000 EUR XETR
2023-03-14T08:23:47.06Z 142 19.23000 EUR XETR
2023-03-14T08:25:47.15Z 153 19.20000 EUR XETR
2023-03-14T08:29:51.97Z 217 19.26500 EUR XETR
2023-03-14T08:31:59.11Z 45 19.30500 EUR XETR
2023-03-14T08:31:59.11Z 167 19.30500 EUR XETR
2023-03-14T08:34:49.63Z 137 19.32500 EUR XETR
2023-03-14T08:38:10.07Z 148 19.36500 EUR XETR
2023-03-14T08:39:15.09Z 168 19.39500 EUR XETR
2023-03-14T08:42:20.73Z 128 19.42000 EUR XETR
2023-03-14T08:45:00.78Z 203 19.38000 EUR XETR
2023-03-14T08:46:21.09Z 171 19.38000 EUR XETR
2023-03-14T08:49:03.35Z 158 19.44500 EUR XETR
2023-03-14T08:51:04.65Z 226 19.48500 EUR XETR
2023-03-14T08:52:01.71Z 249 19.48000 EUR XETR
2023-03-14T08:55:20.45Z 199 19.47000 EUR XETR
2023-03-14T08:55:37.54Z 34 19.48500 EUR XETR
2023-03-14T08:55:37.54Z 262 19.48500 EUR XETR
2023-03-14T08:55:37.54Z 424 19.48000 EUR XETR
2023-03-14T08:55:53.89Z 123 19.47500 EUR XETR
2023-03-14T08:55:53.93Z 17 19.47500 EUR XETR
2023-03-14T08:57:42.78Z 27 19.48000 EUR XETR
2023-03-14T08:57:47.97Z 17 19.48000 EUR XETR
2023-03-14T08:57:47.97Z 45 19.48000 EUR XETR
2023-03-14T08:57:47.97Z 54 19.48000 EUR XETR
2023-03-14T09:00:10.48Z 206 19.47500 EUR XETR
2023-03-14T09:00:46.12Z 151 19.46000 EUR XETR
2023-03-14T09:01:49.59Z 125 19.43500 EUR XETR
2023-03-14T09:03:11.05Z 147 19.42500 EUR XETR
2023-03-14T09:05:25.06Z 145 19.44000 EUR XETR
2023-03-14T09:06:32.43Z 172 19.43000 EUR XETR
2023-03-14T09:09:35.72Z 64 19.43500 EUR XETR
2023-03-14T09:09:35.72Z 69 19.43500 EUR XETR
2023-03-14T09:11:43.98Z 133 19.43000 EUR XETR
2023-03-14T09:12:29.78Z 18 19.44500 EUR XETR
2023-03-14T09:12:29.78Z 181 19.44500 EUR XETR
2023-03-14T09:13:36.11Z 124 19.39000 EUR XETR
2023-03-14T09:13:38.78Z 147 19.38000 EUR XETR
2023-03-14T09:14:43.32Z 188 19.39500 EUR XETR
2023-03-14T09:17:02.11Z 129 19.37500 EUR XETR
2023-03-14T09:18:32.30Z 229 19.38000 EUR XETR
2023-03-14T09:21:02.34Z 161 19.36000 EUR XETR
2023-03-14T09:26:15.50Z 243 19.40500 EUR XETR
2023-03-14T09:26:44.16Z 278 19.40500 EUR XETR
2023-03-14T09:29:23.30Z 78 19.45000 EUR XETR
2023-03-14T09:29:23.30Z 105 19.45000 EUR XETR
2023-03-14T09:29:50.99Z 147 19.45000 EUR XETR
2023-03-14T09:31:20.51Z 38 19.42500 EUR XETR
2023-03-14T09:31:20.51Z 107 19.42500 EUR XETR
2023-03-14T09:32:21.64Z 124 19.42500 EUR XETR
2023-03-14T09:32:27.19Z 161 19.45000 EUR XETR
