Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 27Apr23 XETR 69,000 21.49329 EUR XETR
2023-04-27T07:05:42.44Z 198 21.03000 EUR XETR
2023-04-27T07:11:08.61Z 247 21.09000 EUR XETR
2023-04-27T07:13:32.06Z 175 21.09000 EUR XETR
2023-04-27T07:13:32.08Z 255 21.09000 EUR XETR
2023-04-27T07:17:15.07Z 153 21.13000 EUR XETR
2023-04-27T07:17:44.76Z 217 21.12000 EUR XETR
2023-04-27T07:21:39.74Z 383 21.07000 EUR XETR
2023-04-27T07:23:32.89Z 246 21.09000 EUR XETR
2023-04-27T07:25:28.03Z 138 21.05000 EUR XETR
2023-04-27T07:26:46.06Z 50 21.05000 EUR XETR
2023-04-27T07:26:46.06Z 155 21.05000 EUR XETR
2023-04-27T07:27:22.98Z 160 21.06000 EUR XETR
2023-04-27T07:28:11.47Z 297 21.09000 EUR XETR
2023-04-27T07:32:25.87Z 161 21.09000 EUR XETR
2023-04-27T07:35:45.22Z 183 21.11000 EUR XETR
2023-04-27T07:37:17.78Z 169 21.12000 EUR XETR
2023-04-27T07:41:15.45Z 232 21.15000 EUR XETR
2023-04-27T07:41:32.85Z 285 21.13000 EUR XETR
2023-04-27T07:42:45.17Z 186 21.17000 EUR XETR
2023-04-27T07:43:52.73Z 198 21.14000 EUR XETR
2023-04-27T07:44:17.67Z 205 21.13000 EUR XETR
2023-04-27T07:44:42.96Z 50 21.12000 EUR XETR
2023-04-27T07:50:08.22Z 196 21.21000 EUR XETR
2023-04-27T07:50:49.03Z 213 21.23000 EUR XETR
2023-04-27T07:51:17.73Z 288 21.21000 EUR XETR
2023-04-27T07:55:55.06Z 253 21.24000 EUR XETR
2023-04-27T07:56:17.29Z 224 21.24000 EUR XETR
2023-04-27T07:56:19.83Z 175 21.24000 EUR XETR
2023-04-27T08:00:33.99Z 149 21.22000 EUR XETR
2023-04-27T08:03:12.32Z 177 21.20000 EUR XETR
2023-04-27T08:06:28.18Z 176 21.23000 EUR XETR
2023-04-27T08:06:28.20Z 180 21.23000 EUR XETR
2023-04-27T08:07:12.06Z 134 21.19000 EUR XETR
2023-04-27T08:11:13.15Z 188 21.17000 EUR XETR
2023-04-27T08:11:56.92Z 143 21.20000 EUR XETR
2023-04-27T08:14:24.73Z 154 21.23000 EUR XETR
2023-04-27T08:16:29.39Z 141 21.24000 EUR XETR
2023-04-27T08:17:42.06Z 130 21.22000 EUR XETR
2023-04-27T08:20:27.33Z 138 21.25000 EUR XETR
2023-04-27T08:21:57.50Z 153 21.26000 EUR XETR
2023-04-27T08:24:37.89Z 153 21.26000 EUR XETR
2023-04-27T08:24:49.42Z 160 21.25000 EUR XETR
2023-04-27T08:27:42.54Z 245 21.24000 EUR XETR
2023-04-27T08:34:11.74Z 186 21.23000 EUR XETR
2023-04-27T08:34:24.90Z 37 21.24000 EUR XETR
2023-04-27T08:34:24.90Z 204 21.24000 EUR XETR
2023-04-27T08:36:58.08Z 131 21.25000 EUR XETR
2023-04-27T08:38:53.96Z 144 21.25000 EUR XETR
2023-04-27T08:41:48.74Z 60 21.25000 EUR XETR
2023-04-27T08:41:50.80Z 78 21.25000 EUR XETR
2023-04-27T08:42:40.98Z 47 21.24000 EUR XETR
2023-04-27T08:42:40.98Z 133 21.24000 EUR XETR
2023-04-27T08:46:12.09Z 29 21.25000 EUR XETR
2023-04-27T08:46:12.09Z 111 21.25000 EUR XETR
2023-04-27T08:51:12.93Z 192 21.29000 EUR XETR
2023-04-27T08:52:10.20Z 78 21.30000 EUR XETR
2023-04-27T08:52:10.20Z 109 21.30000 EUR XETR
2023-04-27T08:55:38.15Z 170 21.29000 EUR XETR
2023-04-27T08:56:33.01Z 164 21.29000 EUR XETR
2023-04-27T08:57:35.49Z 144 21.29000 EUR XETR
2023-04-27T09:01:14.96Z 339 21.33000 EUR XETR
2023-04-27T09:01:40.86Z 29 21.32000 EUR XETR
2023-04-27T09:02:55.16Z 353 21.37000 EUR XETR
2023-04-27T09:03:14.15Z 181 21.37000 EUR XETR
2023-04-27T09:03:41.25Z 265 21.36000 EUR XETR
2023-04-27T09:03:57.46Z 257 21.36000 EUR XETR
2023-04-27T09:05:25.79Z 145 21.34000 EUR XETR
