Frei verwendbar Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 23Jan23 XETR 77,000 19.00782 EUR XETR
2023-01-23T15:22:24.90Z 66 19.08000 EUR XETR
2023-01-23T15:22:31.71Z 37 19.08000 EUR XETR
2023-01-23T15:24:00.49Z 781 19.09500 EUR XETR
2023-01-23T15:24:00.49Z 1653 19.09500 EUR XETR
2023-01-23T15:25:35.80Z 131 19.09000 EUR XETR
2023-01-23T15:25:56.35Z 135 19.08000 EUR XETR
2023-01-23T15:26:54.33Z 184 19.08000 EUR XETR
2023-01-23T15:26:55.53Z 266 19.08000 EUR XETR
2023-01-23T15:29:31.76Z 143 19.08000 EUR XETR
2023-01-23T15:30:29.75Z 263 19.07500 EUR XETR
2023-01-23T15:32:28.65Z 425 19.09000 EUR XETR
2023-01-23T15:33:04.89Z 186 19.09000 EUR XETR
2023-01-23T15:33:45.81Z 255 19.09000 EUR XETR
2023-01-23T15:33:45.88Z 132 19.08000 EUR XETR
2023-01-23T15:34:37.91Z 80 19.08500 EUR XETR
2023-01-23T15:34:37.91Z 131 19.08500 EUR XETR
2023-01-23T15:35:08.85Z 290 19.08500 EUR XETR
2023-01-23T15:36:13.65Z 130 19.07500 EUR XETR
2023-01-23T15:36:51.08Z 259 19.07500 EUR XETR
2023-01-23T15:38:00.28Z 248 19.08500 EUR XETR
2023-01-23T15:39:28.39Z 142 19.08000 EUR XETR
2023-01-23T15:41:15.02Z 30 19.08000 EUR XETR
2023-01-23T15:42:07.54Z 178 19.08000 EUR XETR
2023-01-23T15:42:44.26Z 207 19.08000 EUR XETR
2023-01-23T15:44:02.37Z 237 19.08000 EUR XETR
2023-01-23T15:44:10.50Z 22 19.08000 EUR XETR
2023-01-23T15:44:14.42Z 252 19.08000 EUR XETR
2023-01-23T15:45:20.62Z 102 19.08500 EUR XETR
2023-01-23T15:45:20.62Z 160 19.08500 EUR XETR
2023-01-23T15:45:35.83Z 197 19.08500 EUR XETR
2023-01-23T15:45:35.84Z 129 19.08500 EUR XETR
2023-01-23T15:46:19.01Z 223 19.08000 EUR XETR
2023-01-23T15:48:14.14Z 230 19.09000 EUR XETR
2023-01-23T15:49:30.80Z 164 19.09000 EUR XETR
2023-01-23T15:50:44.23Z 173 19.09000 EUR XETR
2023-01-23T15:50:44.36Z 129 19.08000 EUR XETR
2023-01-23T15:51:45.62Z 266 19.08500 EUR XETR
2023-01-23T15:52:09.15Z 202 19.08500 EUR XETR
2023-01-23T15:52:46.85Z 141 19.08000 EUR XETR
2023-01-23T15:54:04.99Z 251 19.08500 EUR XETR
2023-01-23T15:54:47.87Z 168 19.08500 EUR XETR
2023-01-23T15:55:00.02Z 206 19.10500 EUR XETR
2023-01-23T15:55:07.34Z 138 19.10000 EUR XETR
2023-01-23T15:58:21.08Z 350 19.12500 EUR XETR
2023-01-23T15:59:11.47Z 320 19.15000 EUR XETR
2023-01-23T15:59:33.36Z 308 19.13000 EUR XETR
2023-01-23T15:59:36.40Z 174 19.13000 EUR XETR
2023-01-23T16:00:29.64Z 186 19.13000 EUR XETR
2023-01-23T16:00:29.64Z 190 19.12000 EUR XETR
2023-01-23T16:01:43.30Z 131 19.12000 EUR XETR
Frei verwendbar 2023-01-23T16:01:52.78Z 144 19.11500 EUR XETR
2023-01-23T16:01:52.79Z 132 19.11000 EUR XETR
2023-01-23T16:02:05.42Z 178 19.11000 EUR XETR
2023-01-23T16:02:38.11Z 141 19.09500 EUR XETR
2023-01-23T16:04:30.50Z 266 19.10000 EUR XETR
2023-01-23T16:05:26.77Z 207 19.10000 EUR XETR
2023-01-23T16:05:30.30Z 183 19.10000 EUR XETR
2023-01-23T16:08:59.68Z 755 19.12500 EUR XETR
2023-01-23T16:09:55.22Z 90 19.12500 EUR XETR
2023-01-23T16:09:55.22Z 219 19.12500 EUR XETR
2023-01-23T16:10:32.09Z 230 19.13500 EUR XETR
2023-01-23T16:11:06.84Z 312 19.13500 EUR XETR
2023-01-23T16:12:56.77Z 59 19.13500 EUR XETR
2023-01-23T16:13:10.68Z 185 19.13500 EUR XETR
2023-01-23T16:13:46.08Z 315 19.13000 EUR XETR
2023-01-23T16:13:46.12Z 143 19.12500 EUR XETR
