Frei verwendbar Trading date time according to 
field 28Quantity according to field 
Frei verwendbar 2023-01-27T09:31:15.02Z 161 19.19000 EUR XETR
2023-01-27T09:32:27.28Z 176 19.21000 EUR XETR
2023-01-27T09:34:41.37Z 131 19.22000 EUR XETR
2023-01-27T09:38:05.10Z 80 19.23500 EUR XETR
2023-01-27T09:38:05.10Z 188 19.23500 EUR XETR
2023-01-27T09:38:05.10Z 219 19.24000 EUR XETR
2023-01-27T09:38:47.21Z 151 19.23000 EUR XETR
2023-01-27T09:40:36.88Z 244 19.22500 EUR XETR
2023-01-27T09:42:53.62Z 180 19.25500 EUR XETR
2023-01-27T09:44:25.31Z 257 19.26500 EUR XETR
2023-01-27T09:45:24.45Z 89 19.25000 EUR XETR
2023-01-27T09:47:10.25Z 134 19.27000 EUR XETR
2023-01-27T09:47:13.99Z 130 19.25500 EUR XETR
2023-01-27T09:47:49.63Z 132 19.25500 EUR XETR
2023-01-27T09:49:19.16Z 216 19.26500 EUR XETR
2023-01-27T09:49:53.89Z 130 19.27500 EUR XETR
2023-01-27T09:52:21.30Z 261 19.28500 EUR XETR
2023-01-27T09:53:24.78Z 147 19.26500 EUR XETR
2023-01-27T09:54:11.10Z 151 19.26500 EUR XETR
2023-01-27T09:54:32.48Z 176 19.18000 EUR XETR
2023-01-27T09:55:18.46Z 130 19.18000 EUR XETR
2023-01-27T09:57:01.10Z 162 19.18500 EUR XETR
2023-01-27T09:58:14.89Z 130 19.13500 EUR XETR
2023-01-27T09:59:39.20Z 131 19.10000 EUR XETR
2023-01-27T10:01:36.50Z 130 19.11000 EUR XETR
2023-01-27T10:02:40.41Z 130 19.11500 EUR XETR
2023-01-27T10:03:50.68Z 24 19.14000 EUR XETR
2023-01-27T10:03:50.68Z 151 19.14000 EUR XETR
2023-01-27T10:06:02.67Z 168 19.18000 EUR XETR
2023-01-27T10:06:51.21Z 221 19.18000 EUR XETR
2023-01-27T10:08:14.49Z 131 19.18000 EUR XETR
2023-01-27T10:09:12.79Z 133 19.17500 EUR XETR
2023-01-27T10:10:08.98Z 180 19.19500 EUR XETR
2023-01-27T10:10:37.09Z 135 19.18000 EUR XETR
2023-01-27T10:12:35.39Z 60 19.16000 EUR XETR
2023-01-27T10:12:35.39Z 84 19.16000 EUR XETR
2023-01-27T10:13:57.18Z 130 19.14000 EUR XETR
2023-01-27T10:15:09.91Z 237 19.13000 EUR XETR
2023-01-27T10:17:54.51Z 130 19.13000 EUR XETR
2023-01-27T10:18:18.80Z 137 19.09000 EUR XETR
2023-01-27T10:19:06.33Z 135 19.06500 EUR XETR
2023-01-27T10:20:49.30Z 41 19.05500 EUR XETR
2023-01-27T10:20:49.30Z 183 19.05500 EUR XETR
2023-01-27T10:22:50.17Z 131 19.09000 EUR XETR
2023-01-27T10:22:58.65Z 134 19.08000 EUR XETR
2023-01-27T10:25:49.10Z 225 19.09500 EUR XETR
2023-01-27T10:27:11.25Z 82 19.09000 EUR XETR
2023-01-27T10:27:11.28Z 157 19.09000 EUR XETR
2023-01-27T10:27:11.29Z 228 19.08500 EUR XETR
2023-01-27T10:29:05.42Z 16 19.08500 EUR XETR
2023-01-27T10:29:05.42Z 252 19.08500 EUR XETR
2023-01-27T10:30:45.88Z 85 19.05500 EUR XETR
2023-01-27T10:31:03.98Z 143 19.03000 EUR XETR
2023-01-27T10:32:37.67Z 48 19.05000 EUR XETR
2023-01-27T10:32:37.67Z 123 19.05000 EUR XETR
2023-01-27T10:34:32.23Z 130 19.04500 EUR XETR
2023-01-27T10:35:22.39Z 162 19.04000 EUR XETR
2023-01-27T10:36:49.81Z 177 19.02000 EUR XETR
2023-01-27T10:37:53.67Z 130 19.00000 EUR XETR
2023-01-27T10:40:01.83Z 32 18.98000 EUR XETR
2023-01-27T10:40:01.83Z 229 18.98000 EUR XETR
2023-01-27T10:41:51.62Z 130 18.99000 EUR XETR
2023-01-27T10:46:22.36Z 190 19.06000 EUR XETR
2023-01-27T10:48:43.52Z 218 19.05500 EUR XETR
2023-01-27T10:50:20.66Z 317 19.07500 EUR XETR
2023-01-27T10:50:42.62Z 293 19.06000 EUR XETR
2023-01-27T10:51:18.40Z 137 19.06000 EUR XETR
2023-01-27T10:53:44.66Z 21 19.07000 EUR XETR
2023-01-27T10:53:44.66Z 122 19.07000 EUR XETR
2023-01-27T10:55:21.02Z 46 19.10500 EUR XETR
2023-01-27T10:55:21.02Z 168 19.10500 EUR XETR
2023-01-27T10:56:48.50Z 130 19.10000 EUR XETR
2023-01-27T10:58:09.67Z 145 19.11000 EUR XETR
2023-01-27T10:59:32.37Z 256 19.12000 EUR XETR
2023-01-27T11:01:16.07Z 130 19.11000 EUR XETR
2023-01-27T11:03:26.62Z 173 19.11500 EUR XETR
2023-01-27T11:05:59.58Z 237 19.13000 EUR XETR
2023-01-27T11:06:19.50Z 196 19.14000 EUR XETR
2023-01-27T11:10:51.41Z 149 19.19000 EUR XETR
2023-01-27T11:11:06.11Z 195 19.18000 EUR XETR
2023-01-27T11:11:18.28Z 198 19.17000 EUR XETR
2023-01-27T11:13:21.22Z 146 19.15000 EUR XETR
2023-01-27T11:15:07.08Z 10 19.15000 EUR XETR
2023-01-27T11:15:07.08Z 54 19.15000 EUR XETR
2023-01-27T11:15:07.08Z 56 19.15000 EUR XETR
2023-01-27T11:15:07.08Z 64 19.15000 EUR XETR
2023-01-27T11:17:12.41Z 130 19.14000 EUR XETR
2023-01-27T11:21:13.78Z 230 19.13000 EUR XETR
2023-01-27T11:21:13.79Z 245 19.12500 EUR XETR
2023-01-27T11:22:15.62Z 158 19.13500 EUR XETR
2023-01-27T11:26:15.90Z 149 19.13500 EUR XETR
2023-01-27T11:26:15.92Z 100 19.13500 EUR XETR
2023-01-27T11:29:38.36Z 149 19.14000 EUR XETR
2023-01-27T11:30:04.03Z 228 19.13500 EUR XETR
2023-01-27T11:31:36.30Z 183 19.14000 EUR XETR
2023-01-27T11:33:09.86Z 221 19.15000 EUR XETR
2023-01-27T11:34:00.47Z 130 19.13000 EUR XETR
2023-01-27T11:34:55.48Z 194 19.10500 EUR XETR
2023-01-27T11:38:12.61Z 271 19.12500 EUR XETR
2023-01-27T11:41:17.48Z 30 19.11000 EUR XETR
2023-01-27T11:41:25.75Z 231 19.11000 EUR XETR
2023-01-27T11:43:25.11Z 262 19.10500 EUR XETR
2023-01-27T11:46:05.18Z 10 19.08500 EUR XETR
2023-01-27T11:46:05.18Z 120 19.08500 EUR XETR
2023-01-27T11:48:51.76Z 201 19.08500 EUR XETR
Frei verwendbar 2023-01-27T11:49:16.51Z 164 19.08500 EUR XETR
2023-01-27T11:50:35.51Z 256 19.10000 EUR XETR
2023-01-27T11:54:09.32Z 335 19.09000 EUR XETR
2023-01-27T11:55:16.51Z 149 19.08500 EUR XETR
2023-01-27T11:56:59.39Z 104 19.08000 EUR XETR
2023-01-27T11:56:59.40Z 10 19.08000 EUR XETR
2023-01-27T11:56:59.40Z 30 19.08000 EUR XETR
2023-01-27T12:06:05.74Z 350 19.12500 EUR XETR
2023-01-27T12:07:27.31Z 175 19.12500 EUR XETR
2023-01-27T12:07:56.36Z 318 19.12500 EUR XETR
2023-01-27T12:10:09.39Z 224 19.12000 EUR XETR
2023-01-27T12:12:07.12Z 288 19.11500 EUR XETR
2023-01-27T12:12:50.06Z 283 19.11000 EUR XETR
2023-01-27T12:14:02.24Z 225 19.11500 EUR XETR
2023-01-27T12:17:29.23Z 131 19.12500 EUR XETR
2023-01-27T12:19:35.59Z 17 19.13500 EUR XETR
2023-01-27T12:20:09.85Z 50 19.13500 EUR XETR
2023-01-27T12:20:09.85Z 140 19.13500 EUR XETR
2023-01-27T12:20:45.57Z 242 19.13000 EUR XETR
2023-01-27T12:23:37.16Z 130 19.10500 EUR XETR
2023-01-27T12:25:38.06Z 130 19.11500 EUR XETR
2023-01-27T12:28:42.62Z 183 19.13000 EUR XETR
2023-01-27T12:31:04.32Z 181 19.12500 EUR XETR
2023-01-27T12:32:05.32Z 39 19.12500 EUR XETR
2023-01-27T12:32:05.32Z 91 19.12500 EUR XETR
2023-01-27T12:34:20.19Z 130 19.12500 EUR XETR
2023-01-27T12:36:14.33Z 142 19.12000 EUR XETR
2023-01-27T12:38:11.29Z 213 19.10500 EUR XETR
2023-01-27T12:40:24.65Z 139 19.10000 EUR XETR
2023-01-27T12:42:29.79Z 241 19.11000 EUR XETR
2023-01-27T12:44:41.33Z 261 19.10500 EUR XETR
2023-01-27T12:46:00.69Z 131 19.10500 EUR XETR
2023-01-27T12:48:42.66Z 259 19.11000 EUR XETR
2023-01-27T12:51:00.41Z 134 19.10000 EUR XETR
2023-01-27T12:52:31.17Z 182 19.03500 EUR XETR
2023-01-27T12:54:53.38Z 171 19.02000 EUR XETR
2023-01-27T12:57:19.66Z 132 19.00500 EUR XETR
2023-01-27T12:57:31.31Z 130 19.00500 EUR XETR
2023-01-27T13:00:14.08Z 263 18.97000 EUR XETR
2023-01-27T13:01:22.06Z 131 18.95500 EUR XETR
2023-01-27T13:02:33.49Z 130 18.93500 EUR XETR
2023-01-27T13:06:08.04Z 221 18.93000 EUR XETR
2023-01-27T13:06:17.77Z 36 18.92000 EUR XETR
2023-01-27T13:06:17.77Z 229 18.92000 EUR XETR
2023-01-27T13:07:42.98Z 251 18.93500 EUR XETR
2023-01-27T13:11:37.12Z 146 18.99000 EUR XETR
2023-01-27T13:12:55.76Z 255 18.98000 EUR XETR
2023-01-27T13:16:06.58Z 265 18.98500 EUR XETR
2023-01-27T13:18:14.78Z 177 18.97500 EUR XETR
2023-01-27T13:20:25.49Z 129 18.98000 EUR XETR
2023-01-27T13:20:38.55Z 174 18.97000 EUR XETR
2023-01-27T13:20:42.01Z 134 18.97000 EUR XETR
2023-01-27T13:20:54.63Z 227 18.97000 EUR XETR
2023-01-27T13:22:06.08Z 130 18.93000 EUR XETR
2023-01-27T13:24:21.70Z 30 18.94000 EUR XETR
2023-01-27T13:24:21.70Z 126 18.94000 EUR XETR
2023-01-27T13:27:28.56Z 154 18.94500 EUR XETR
2023-01-27T13:27:45.10Z 157 18.93500 EUR XETR
2023-01-27T13:28:26.62Z 185 18.92000 EUR XETR
2023-01-27T13:29:52.81Z 236 18.91000 EUR XETR
2023-01-27T13:31:15.99Z 129 18.93000 EUR XETR
2023-01-27T13:31:15.99Z 140 18.92500 EUR XETR
2023-01-27T13:31:58.70Z 155 18.92500 EUR XETR
2023-01-27T13:32:49.29Z 130 18.93000 EUR XETR
2023-01-27T13:35:32.63Z 136 18.96500 EUR XETR
2023-01-27T13:36:14.54Z 191 18.97000 EUR XETR
2023-01-27T13:36:14.55Z 166 18.97000 EUR XETR
2023-01-27T13:37:22.37Z 154 18.97000 EUR XETR
2023-01-27T13:38:45.02Z 130 18.94000 EUR XETR
2023-01-27T13:39:48.65Z 171 18.96000 EUR XETR
2023-01-27T13:42:42.80Z 86 18.93500 EUR XETR
2023-01-27T13:42:42.80Z 114 18.93500 EUR XETR
2023-01-27T13:43:15.81Z 165 18.95000 EUR XETR
2023-01-27T13:44:56.31Z 269 18.94000 EUR XETR
2023-01-27T13:47:32.49Z 137 18.94000 EUR XETR
2023-01-27T13:49:20.40Z 138 18.93500 EUR XETR
2023-01-27T13:50:15.98Z 285 18.93000 EUR XETR
2023-01-27T13:52:38.72Z 131 18.94500 EUR XETR
2023-01-27T13:53:46.00Z 55 18.93000 EUR XETR
2023-01-27T13:53:46.00Z 131 18.93000 EUR XETR
2023-01-27T13:54:22.78Z 86 18.93000 EUR XETR
2023-01-27T13:56:25.80Z 263 18.92500 EUR XETR
2023-01-27T13:57:08.36Z 131 18.90000 EUR XETR
2023-01-27T13:58:01.33Z 174 18.86000 EUR XETR
2023-01-27T14:00:42.09Z 25 18.88000 EUR XETR
2023-01-27T14:00:42.09Z 106 18.88000 EUR XETR
2023-01-27T14:01:46.69Z 158 18.88000 EUR XETR
2023-01-27T14:02:22.62Z 175 18.87000 EUR XETR
2023-01-27T14:03:27.93Z 76 18.86500 EUR XETR
2023-01-27T14:03:27.93Z 240 18.86500 EUR XETR
2023-01-27T14:04:21.27Z 131 18.87000 EUR XETR
2023-01-27T14:05:30.41Z 130 18.88500 EUR XETR
2023-01-27T14:06:52.32Z 136 18.85500 EUR XETR
2023-01-27T14:10:39.40Z 80 18.85000 EUR XETR
2023-01-27T14:10:39.41Z 183 18.85000 EUR XETR
2023-01-27T14:11:30.68Z 186 18.84000 EUR XETR
2023-01-27T14:13:24.10Z 256 18.84500 EUR XETR
2023-01-27T14:13:42.73Z 178 18.84000 EUR XETR
2023-01-27T14:16:02.80Z 211 18.84000 EUR XETR
2023-01-27T14:17:14.17Z 211 18.84000 EUR XETR
2023-01-27T14:17:14.18Z 214 18.83500 EUR XETR
2023-01-27T14:19:34.02Z 262 18.83000 EUR XETR
2023-01-27T14:20:11.11Z 170 18.82500 EUR XETR
2023-01-27T14:21:36.37Z 201 18.81500 EUR XETR
2023-01-27T14:22:40.01Z 139 18.80000 EUR XETR
Frei verwendbar 2023-01-27T14:25:40.57Z 143 18.81500 EUR XETR
2023-01-27T14:30:00.95Z 209 18.83000 EUR XETR
2023-01-27T14:30:03.12Z 131 18.82000 EUR XETR
2023-01-27T14:30:33.96Z 176 18.82000 EUR XETR
2023-01-27T14:31:00.92Z 11 18.82500 EUR XETR
2023-01-27T14:31:00.92Z 186 18.82500 EUR XETR
2023-01-27T14:32:01.70Z 142 18.82000 EUR XETR
2023-01-27T14:32:17.64Z 33 18.83500 EUR XETR
2023-01-27T14:32:35.13Z 98 18.83500 EUR XETR
2023-01-27T14:32:41.39Z 130 18.83000 EUR XETR
2023-01-27T14:32:52.82Z 217 18.84000 EUR XETR
2023-01-27T14:33:49.09Z 40 18.81000 EUR XETR
2023-01-27T14:33:49.09Z 93 18.81000 EUR XETR
2023-01-27T14:34:21.74Z 69 18.83500 EUR XETR
2023-01-27T14:35:04.11Z 142 18.85000 EUR XETR
2023-01-27T14:35:04.34Z 136 18.84500 EUR XETR
2023-01-27T14:35:26.31Z 133 18.84500 EUR XETR
2023-01-27T14:36:39.75Z 156 18.85000 EUR XETR
2023-01-27T14:36:41.29Z 61 18.85000 EUR XETR
2023-01-27T14:37:07.00Z 133 18.84500 EUR XETR
2023-01-27T14:38:30.64Z 151 18.84500 EUR XETR
2023-01-27T14:39:37.07Z 163 18.84500 EUR XETR
2023-01-27T14:40:08.36Z 220 18.84000 EUR XETR
2023-01-27T14:40:21.17Z 214 18.83000 EUR XETR
2023-01-27T14:40:27.74Z 26 18.83000 EUR XETR
2023-01-27T14:40:27.74Z 152 18.83000 EUR XETR
2023-01-27T14:42:04.14Z 263 18.83500 EUR XETR
2023-01-27T14:44:27.08Z 281 18.83500 EUR XETR
2023-01-27T14:46:30.99Z 60 18.84000 EUR XETR
2023-01-27T14:46:58.40Z 194 18.84000 EUR XETR
2023-01-27T14:48:19.05Z 174 18.85500 EUR XETR
2023-01-27T14:49:28.80Z 407 18.85000 EUR XETR
2023-01-27T14:50:28.10Z 315 18.85500 EUR XETR
2023-01-27T14:50:49.23Z 229 18.86500 EUR XETR
2023-01-27T14:52:53.77Z 267 18.90000 EUR XETR
2023-01-27T14:52:53.78Z 292 18.90000 EUR XETR
2023-01-27T14:54:22.81Z 217 18.93500 EUR XETR
2023-01-27T14:55:23.97Z 131 18.94000 EUR XETR
2023-01-27T14:56:04.18Z 144 18.94000 EUR XETR
2023-01-27T14:56:23.48Z 159 18.94000 EUR XETR
2023-01-27T14:56:34.48Z 147 18.94000 EUR XETR
2023-01-27T14:56:39.93Z 10 18.93500 EUR XETR
2023-01-27T14:56:39.93Z 198 18.93500 EUR XETR
2023-01-27T14:57:27.94Z 140 18.92000 EUR XETR
2023-01-27T14:58:23.39Z 133 18.91000 EUR XETR
2023-01-27T14:59:36.17Z 131 18.90500 EUR XETR
2023-01-27T15:00:15.69Z 150 18.90500 EUR XETR
2023-01-27T15:00:34.22Z 17 18.89000 EUR XETR
2023-01-27T15:00:34.22Z 116 18.89000 EUR XETR
2023-01-27T15:02:25.49Z 187 18.90500 EUR XETR
2023-01-27T15:02:25.50Z 178 18.90500 EUR XETR
2023-01-27T15:02:41.13Z 196 18.90500 EUR XETR
2023-01-27T15:03:12.08Z 133 18.91000 EUR XETR
2023-01-27T15:04:02.20Z 111 18.90000 EUR XETR
2023-01-27T15:04:04.74Z 21 18.90000 EUR XETR
2023-01-27T15:04:30.92Z 81 18.90500 EUR XETR
2023-01-27T15:05:24.51Z 178 18.91500 EUR XETR
2023-01-27T15:07:26.84Z 309 18.97000 EUR XETR
2023-01-27T15:08:27.21Z 291 18.99000 EUR XETR
2023-01-27T15:08:58.65Z 204 18.98000 EUR XETR
2023-01-27T15:09:01.15Z 194 18.97500 EUR XETR
2023-01-27T15:09:34.93Z 189 18.98000 EUR XETR
2023-01-27T15:09:52.08Z 11 18.97500 EUR XETR
2023-01-27T15:09:52.08Z 123 18.97500 EUR XETR
2023-01-27T15:11:03.94Z 130 18.97000 EUR XETR
2023-01-27T15:11:45.69Z 133 18.96000 EUR XETR
2023-01-27T15:12:25.30Z 131 18.94500 EUR XETR
2023-01-27T15:13:41.75Z 272 18.93500 EUR XETR
2023-01-27T15:14:39.23Z 132 18.92000 EUR XETR
2023-01-27T15:15:36.68Z 223 18.92500 EUR XETR
2023-01-27T15:16:30.20Z 145 18.91500 EUR XETR
2023-01-27T15:16:51.20Z 203 18.91500 EUR XETR
2023-01-27T15:17:41.30Z 132 18.90500 EUR XETR
2023-01-27T15:18:18.57Z 21 18.90500 EUR XETR
2023-01-27T15:18:24.20Z 174 18.90500 EUR XETR
2023-01-27T15:19:06.57Z 154 18.91000 EUR XETR
2023-01-27T15:20:41.93Z 160 18.91000 EUR XETR
2023-01-27T15:21:07.95Z 238 18.91500 EUR XETR
2023-01-27T15:22:00.70Z 143 18.90000 EUR XETR
2023-01-27T15:22:48.37Z 83 18.88500 EUR XETR
2023-01-27T15:23:04.70Z 133 18.88500 EUR XETR
2023-01-27T15:26:02.22Z 197 18.88500 EUR XETR
2023-01-27T15:27:10.23Z 132 18.87000 EUR XETR
2023-01-27T15:28:07.09Z 133 18.86500 EUR XETR
2023-01-27T15:30:20.13Z 217 18.87500 EUR XETR
2023-01-27T15:31:22.92Z 265 18.87500 EUR XETR
2023-01-27T15:34:14.24Z 269 18.88500 EUR XETR
2023-01-27T15:34:14.26Z 324 18.88500 EUR XETR
2023-01-27T15:35:31.74Z 260 18.89500 EUR XETR
2023-01-27T15:38:02.59Z 216 18.91000 EUR XETR
2023-01-27T15:38:46.47Z 149 18.91000 EUR XETR
2023-01-27T15:43:05.76Z 414 18.90000 EUR XETR
2023-01-27T15:44:18.26Z 149 18.89500 EUR XETR
2023-01-27T15:44:54.38Z 239 18.89000 EUR XETR
2023-01-27T15:45:18.80Z 349 18.88500 EUR XETR
2023-01-27T15:45:59.37Z 257 18.88000 EUR XETR
2023-01-27T15:46:04.84Z 273 18.88000 EUR XETR
2023-01-27T15:46:26.67Z 216 18.87500 EUR XETR
2023-01-27T15:46:27.64Z 133 18.87500 EUR XETR
2023-01-27T15:47:03.52Z 135 18.86000 EUR XETR
2023-01-27T15:47:53.29Z 131 18.84000 EUR XETR
2023-01-27T15:50:05.20Z 270 18.83000 EUR XETR
2023-01-27T15:52:04.40Z 267 18.82500 EUR XETR
2023-01-27T15:52:40.68Z 198 18.82000 EUR XETR
2023-01-27T15:54:13.77Z 156 18.83000 EUR XETR
Frei verwendbar 2023-01-27T15:54:39.93Z 196 18.83000 EUR XETR
2023-01-27T15:57:14.68Z 265 18.83000 EUR XETR
2023-01-27T15:59:56.28Z 280 18.87500 EUR XETR
2023-01-27T16:00:40.34Z 214 18.88000 EUR XETR
2023-01-27T16:01:26.94Z 207 18.88000 EUR XETR
2023-01-27T16:03:28.05Z 415 18.88000 EUR XETR
2023-01-27T16:03:33.21Z 75 18.88000 EUR XETR
2023-01-27T16:03:42.92Z 47 18.88000 EUR XETR
2023-01-27T16:03:52.62Z 78 18.88000 EUR XETR
2023-01-27T16:06:36.56Z 66 18.89500 EUR XETR
2023-01-27T16:06:36.56Z 188 18.89500 EUR XETR
2023-01-27T16:06:51.15Z 269 18.89500 EUR XETR
2023-01-27T16:08:17.07Z 320 18.89000 EUR XETR
2023-01-27T16:08:57.00Z 68 18.88000 EUR XETR
2023-01-27T16:08:57.00Z 239 18.88000 EUR XETR
2023-01-27T16:09:28.50Z 164 18.87500 EUR XETR
2023-01-27T16:11:06.24Z 235 18.88500 EUR XETR
2023-01-27T16:13:07.03Z 170 18.88000 EUR XETR
2023-01-27T16:13:19.86Z 61 18.88000 EUR XETR
2023-01-27T16:15:26.91Z 238 18.87500 EUR XETR
2023-01-27T16:15:27.07Z 120 18.87500 EUR XETR
2023-01-27T16:15:27.74Z 178 18.87500 EUR XETR
2023-01-27T16:16:02.93Z 50 18.88500 EUR XETR
2023-01-27T16:16:19.02Z 117 18.88500 EUR XETR
2023-01-27T16:17:10.81Z 138 18.88500 EUR XETR
2023-01-27T16:17:11.10Z 28 18.88000 EUR XETR
2023-01-27T16:17:11.10Z 113 18.88000 EUR XETR
2023-01-27T16:17:19.69Z 179 18.88000 EUR XETR
2023-01-27T16:18:18.35Z 164 18.87500 EUR XETR
2023-01-27T16:20:20.83Z 290 18.89500 EUR XETR
2023-01-27T16:20:23.73Z 51 18.89000 EUR XETR
