Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 15Mar23 XETR 75,000 18.64361 EUR XETR
2023-03-15T08:02:54.49Z 156 19.34000 EUR XETR
2023-03-15T08:05:59.17Z 315 19.37500 EUR XETR
2023-03-15T08:07:05.65Z 135 19.41500 EUR XETR
2023-03-15T08:07:05.66Z 134 19.41000 EUR XETR
2023-03-15T08:07:49.09Z 221 19.39000 EUR XETR
2023-03-15T08:10:15.57Z 145 19.45000 EUR XETR
2023-03-15T08:12:53.16Z 70 19.47500 EUR XETR
2023-03-15T08:13:36.54Z 128 19.49500 EUR XETR
2023-03-15T08:15:08.32Z 231 19.51000 EUR XETR
2023-03-15T08:18:36.93Z 127 19.52000 EUR XETR
2023-03-15T08:20:09.55Z 112 19.49500 EUR XETR
2023-03-15T08:20:09.55Z 145 19.50000 EUR XETR
2023-03-15T08:20:09.57Z 1 19.49500 EUR XETR
2023-03-15T08:20:10.04Z 4 19.49500 EUR XETR
2023-03-15T08:21:22.50Z 243 19.48500 EUR XETR
2023-03-15T08:24:17.10Z 203 19.44000 EUR XETR
2023-03-15T08:26:04.58Z 141 19.45500 EUR XETR
2023-03-15T08:26:42.16Z 144 19.44500 EUR XETR
2023-03-15T08:27:52.00Z 134 19.42000 EUR XETR
2023-03-15T08:28:30.92Z 157 19.42500 EUR XETR
2023-03-15T08:30:33.15Z 15 19.43500 EUR XETR
2023-03-15T08:30:33.25Z 176 19.43500 EUR XETR
2023-03-15T08:32:21.72Z 211 19.47000 EUR XETR
2023-03-15T08:35:45.70Z 131 19.47500 EUR XETR
2023-03-15T08:38:00.29Z 132 19.48500 EUR XETR
2023-03-15T08:42:29.74Z 201 19.52000 EUR XETR
2023-03-15T08:45:37.70Z 127 19.49500 EUR XETR
2023-03-15T08:46:27.34Z 112 19.53500 EUR XETR
2023-03-15T08:46:28.45Z 21 19.53500 EUR XETR
2023-03-15T08:48:19.01Z 136 19.50000 EUR XETR
2023-03-15T08:50:20.97Z 124 19.45500 EUR XETR
2023-03-15T08:50:34.47Z 128 19.44500 EUR XETR
2023-03-15T08:50:39.47Z 204 19.43500 EUR XETR
2023-03-15T08:51:27.97Z 130 19.43500 EUR XETR
2023-03-15T08:52:38.54Z 158 19.45500 EUR XETR
2023-03-15T08:53:01.64Z 195 19.44500 EUR XETR
2023-03-15T08:55:21.64Z 133 19.45500 EUR XETR
2023-03-15T08:57:24.01Z 134 19.43000 EUR XETR
2023-03-15T08:58:24.97Z 269 19.44000 EUR XETR
2023-03-15T08:58:55.52Z 160 19.44000 EUR XETR
2023-03-15T08:59:44.84Z 5 19.43500 EUR XETR
2023-03-15T08:59:44.84Z 120 19.43500 EUR XETR
2023-03-15T09:02:04.15Z 168 19.45500 EUR XETR
2023-03-15T09:05:24.74Z 230 19.48000 EUR XETR
2023-03-15T09:05:34.84Z 322 19.50000 EUR XETR
2023-03-15T09:05:36.47Z 183 19.50000 EUR XETR
2023-03-15T09:05:38.21Z 46 19.50000 EUR XETR
2023-03-15T09:05:38.21Z 183 19.50000 EUR XETR
2023-03-15T09:06:16.36Z 149 19.47500 EUR XETR
2023-03-15T09:08:07.52Z 212 19.49000 EUR XETR
2023-03-15T09:08:07.58Z 32 19.49000 EUR XETR
2023-03-15T09:10:31.76Z 140 19.47000 EUR XETR
2023-03-15T09:11:21.51Z 163 19.47000 EUR XETR
2023-03-15T09:12:11.63Z 134 19.44500 EUR XETR
2023-03-15T09:15:03.65Z 193 19.41000 EUR XETR
2023-03-15T09:17:40.79Z 183 19.43000 EUR XETR
2023-03-15T09:19:28.72Z 43 19.42500 EUR XETR
2023-03-15T09:21:03.49Z 27 19.42500 EUR XETR
2023-03-15T09:21:05.05Z 110 19.42500 EUR XETR
2023-03-15T09:21:05.30Z 67 19.42500 EUR XETR
2023-03-15T09:22:25.90Z 125 19.41000 EUR XETR
2023-03-15T09:23:52.21Z 146 19.37500 EUR XETR
2023-03-15T09:25:41.37Z 137 19.30500 EUR XETR
2023-03-15T09:26:04.77Z 114 19.29000 EUR XETR
2023-03-15T09:26:04.78Z 20 19.29000 EUR XETR
2023-03-15T09:26:48.15Z 220 19.25500 EUR XETR
2023-03-15T09:30:42.59Z 216 19.25000 EUR XETR
