Frei verwendbar Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 25Jan23 XETR 76,500 18.87362 EUR XETR
2023-01-25T13:45:55.59Z 194 18.84000 EUR XETR
2023-01-25T13:46:04.01Z 138 18.84000 EUR XETR
2023-01-25T13:47:32.54Z 205 18.84500 EUR XETR
2023-01-25T13:47:32.56Z 269 18.84000 EUR XETR
2023-01-25T13:50:30.64Z 130 18.83000 EUR XETR
2023-01-25T13:52:07.97Z 136 18.83000 EUR XETR
2023-01-25T13:52:58.33Z 27 18.83000 EUR XETR
2023-01-25T13:52:58.64Z 262 18.83000 EUR XETR
2023-01-25T13:56:05.96Z 139 18.85500 EUR XETR
2023-01-25T13:56:31.24Z 200 18.86000 EUR XETR
2023-01-25T13:57:35.72Z 190 18.86500 EUR XETR
2023-01-25T13:59:12.76Z 91 18.86000 EUR XETR
2023-01-25T14:00:32.83Z 56 18.86000 EUR XETR
2023-01-25T14:00:32.83Z 184 18.86000 EUR XETR
2023-01-25T14:00:51.64Z 181 18.85000 EUR XETR
2023-01-25T14:01:28.49Z 234 18.84500 EUR XETR
2023-01-25T14:02:41.93Z 142 18.86000 EUR XETR
2023-01-25T14:03:23.20Z 129 18.85500 EUR XETR
2023-01-25T14:09:58.37Z 196 18.89500 EUR XETR
2023-01-25T14:11:30.38Z 212 18.89500 EUR XETR
2023-01-25T14:13:23.15Z 8 18.88500 EUR XETR
2023-01-25T14:13:23.15Z 254 18.88500 EUR XETR
2023-01-25T14:15:13.90Z 196 18.88000 EUR XETR
2023-01-25T14:15:50.05Z 318 18.87000 EUR XETR
2023-01-25T14:20:05.95Z 447 18.89500 EUR XETR
2023-01-25T14:21:47.55Z 314 18.90000 EUR XETR
2023-01-25T14:21:53.04Z 279 18.90000 EUR XETR
2023-01-25T14:25:37.15Z 152 18.89500 EUR XETR
2023-01-25T14:26:43.51Z 211 18.88500 EUR XETR
2023-01-25T14:29:40.68Z 258 18.89500 EUR XETR
2023-01-25T14:30:02.02Z 222 18.88500 EUR XETR
2023-01-25T14:30:23.79Z 82 18.89000 EUR XETR
2023-01-25T14:30:27.64Z 104 18.89000 EUR XETR
2023-01-25T14:30:42.69Z 194 18.88000 EUR XETR
2023-01-25T14:31:41.54Z 208 18.89500 EUR XETR
2023-01-25T14:32:10.34Z 94 18.89500 EUR XETR
2023-01-25T14:32:10.34Z 134 18.89500 EUR XETR
Frei verwendbar 2023-01-25T14:32:45.53Z 132 18.88000 EUR XETR
2023-01-25T14:33:33.13Z 146 18.88000 EUR XETR
2023-01-25T14:34:55.93Z 153 18.90000 EUR XETR
2023-01-25T14:36:00.08Z 239 18.89500 EUR XETR
2023-01-25T14:36:15.90Z 201 18.89000 EUR XETR
2023-01-25T14:36:43.80Z 180 18.89500 EUR XETR
2023-01-25T14:37:26.74Z 129 18.88000 EUR XETR
2023-01-25T14:38:58.36Z 175 18.90000 EUR XETR
2023-01-25T14:39:20.20Z 186 18.90000 EUR XETR
2023-01-25T14:39:31.84Z 276 18.89000 EUR XETR
2023-01-25T14:39:55.22Z 135 18.88500 EUR XETR
2023-01-25T14:42:16.18Z 264 18.88000 EUR XETR
2023-01-25T14:43:22.83Z 11 18.87000 EUR XETR
2023-01-25T14:43:22.83Z 196 18.87000 EUR XETR
2023-01-25T14:43:32.89Z 22 18.86000 EUR XETR
2023-01-25T14:43:32.89Z 189 18.86000 EUR XETR
2023-01-25T14:43:51.84Z 130 18.85000 EUR XETR
2023-01-25T14:44:33.05Z 40 18.85500 EUR XETR
2023-01-25T14:44:51.25Z 111 18.84500 EUR XETR
2023-01-25T14:45:59.45Z 207 18.84500 EUR XETR
2023-01-25T14:46:49.39Z 315 18.85000 EUR XETR
2023-01-25T14:47:43.35Z 190 18.86500 EUR XETR
2023-01-25T14:49:30.96Z 266 18.84000 EUR XETR
2023-01-25T14:49:31.40Z 133 18.83500 EUR XETR
2023-01-25T14:50:48.93Z 164 18.83500 EUR XETR
2023-01-25T14:51:50.51Z 220 18.84000 EUR XETR
2023-01-25T14:51:50.52Z 263 18.84000 EUR XETR
2023-01-25T14:53:34.16Z 190 18.83500 EUR XETR
2023-01-25T14:53:53.07Z 132 18.83500 EUR XETR
2023-01-25T14:54:28.88Z 130 18.81500 EUR XETR
2023-01-25T14:55:39.53Z 177 18.83000 EUR XETR
2023-01-25T14:56:42.72Z 137 18.82000 EUR XETR
2023-01-25T14:57:02.50Z 130 18.81500 EUR XETR
2023-01-25T14:59:30.41Z 283 18.81000 EUR XETR
2023-01-25T14:59:31.36Z 13 18.80500 EUR XETR
2023-01-25T14:59:35.43Z 138 18.80500 EUR XETR
2023-01-25T15:01:53.62Z 272 18.80500 EUR XETR
2023-01-25T15:02:22.48Z 273 18.79500 EUR XETR
2023-01-25T15:02:22.49Z 139 18.79500 EUR XETR
2023-01-25T15:03:37.12Z 150 18.79500 EUR XETR
2023-01-25T15:04:14.86Z 160 18.80500 EUR XETR
2023-01-25T15:04:42.23Z 216 18.81000 EUR XETR
2023-01-25T15:05:47.66Z 212 18.83500 EUR XETR
2023-01-25T15:06:27.21Z 136 18.81000 EUR XETR
2023-01-25T15:07:00.05Z 135 18.79500 EUR XETR
2023-01-25T15:08:41.58Z 244 18.80000 EUR XETR
2023-01-25T15:09:45.44Z 151 18.80500 EUR XETR
2023-01-25T15:10:41.86Z 270 18.80500 EUR XETR
2023-01-25T15:11:58.77Z 130 18.81000 EUR XETR
2023-01-25T15:13:07.31Z 204 18.80000 EUR XETR
2023-01-25T15:13:40.27Z 138 18.79000 EUR XETR
2023-01-25T15:13:40.27Z 143 18.79500 EUR XETR
2023-01-25T15:14:11.83Z 22 18.78500 EUR XETR
2023-01-25T15:14:11.83Z 279 18.78500 EUR XETR
2023-01-25T15:14:37.18Z 222 18.78000 EUR XETR
2023-01-25T15:15:39.67Z 132 18.77000 EUR XETR
2023-01-25T15:15:56.45Z 129 18.76500 EUR XETR
2023-01-25T15:17:49.34Z 231 18.79000 EUR XETR
2023-01-25T15:19:20.03Z 263 18.79000 EUR XETR
2023-01-25T15:19:31.38Z 180 18.78500 EUR XETR
2023-01-25T15:21:30.08Z 181 18.80000 EUR XETR
2023-01-25T15:22:34.61Z 136 18.78500 EUR XETR
2023-01-25T15:22:45.17Z 272 18.79500 EUR XETR
2023-01-25T15:23:31.17Z 131 18.78500 EUR XETR
2023-01-25T15:25:40.89Z 214 18.79000 EUR XETR
2023-01-25T15:25:40.90Z 41 18.78500 EUR XETR
2023-01-25T15:25:41.03Z 167 18.78500 EUR XETR
