Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 20Mar23 XETR 67,532 18.76560 EUR XETR
2023-03-20T08:03:41.18Z 166 18.17500 EUR XETR
2023-03-20T08:04:58.07Z 169 18.13500 EUR XETR
2023-03-20T08:05:42.95Z 196 18.21000 EUR XETR
2023-03-20T08:06:07.25Z 207 18.24000 EUR XETR
2023-03-20T08:06:46.13Z 131 18.17500 EUR XETR
2023-03-20T08:06:59.60Z 231 18.16000 EUR XETR
2023-03-20T08:08:44.55Z 215 18.09000 EUR XETR
2023-03-20T08:08:46.69Z 154 18.08000 EUR XETR
2023-03-20T08:09:14.72Z 190 18.07500 EUR XETR
2023-03-20T08:09:15.20Z 165 18.07000 EUR XETR
2023-03-20T08:11:09.95Z 142 18.08000 EUR XETR
2023-03-20T08:11:28.61Z 149 18.02500 EUR XETR
2023-03-20T08:11:58.04Z 192 18.01000 EUR XETR
2023-03-20T08:12:14.05Z 161 18.00000 EUR XETR
2023-03-20T08:12:16.38Z 216 18.01500 EUR XETR
2023-03-20T08:13:11.75Z 82 17.94000 EUR XETR
2023-03-20T08:13:11.75Z 100 17.94000 EUR XETR
2023-03-20T08:13:25.92Z 135 17.91500 EUR XETR
2023-03-20T08:13:37.90Z 32 17.90500 EUR XETR
2023-03-20T08:13:38.22Z 152 17.90500 EUR XETR
2023-03-20T08:13:49.08Z 138 17.92000 EUR XETR
2023-03-20T08:14:27.98Z 25 17.89000 EUR XETR
2023-03-20T08:14:37.09Z 31 17.89000 EUR XETR
2023-03-20T08:14:37.36Z 149 17.89000 EUR XETR
2023-03-20T08:15:01.54Z 20 17.85500 EUR XETR
2023-03-20T08:15:01.54Z 32 17.85500 EUR XETR
2023-03-20T08:15:17.99Z 287 17.90500 EUR XETR
2023-03-20T08:16:45.64Z 9 17.89500 EUR XETR
2023-03-20T08:16:45.64Z 131 17.89500 EUR XETR
2023-03-20T08:17:23.45Z 131 17.90000 EUR XETR
2023-03-20T08:18:40.16Z 134 17.80000 EUR XETR
2023-03-20T08:18:43.54Z 215 17.77500 EUR XETR
2023-03-20T08:19:55.28Z 178 17.80500 EUR XETR
2023-03-20T08:20:51.83Z 38 17.89000 EUR XETR
2023-03-20T08:21:44.06Z 224 17.95000 EUR XETR
2023-03-20T08:22:04.65Z 150 17.98500 EUR XETR
2023-03-20T08:22:04.67Z 255 17.98500 EUR XETR
2023-03-20T08:23:15.22Z 138 18.01500 EUR XETR
2023-03-20T08:23:45.76Z 148 17.99500 EUR XETR
2023-03-20T08:25:47.63Z 8 18.04000 EUR XETR
2023-03-20T08:25:47.63Z 223 18.04000 EUR XETR
2023-03-20T08:26:43.48Z 253 18.00500 EUR XETR
2023-03-20T08:28:15.28Z 200 17.99500 EUR XETR
2023-03-20T08:29:27.30Z 215 18.07000 EUR XETR
2023-03-20T08:31:30.67Z 204 18.13500 EUR XETR
2023-03-20T08:32:43.74Z 153 18.14500 EUR XETR
2023-03-20T08:34:13.87Z 165 18.09500 EUR XETR
2023-03-20T08:35:56.30Z 32 18.10000 EUR XETR
2023-03-20T08:36:41.23Z 24 18.11000 EUR XETR
2023-03-20T08:37:43.47Z 189 18.11000 EUR XETR
2023-03-20T08:38:57.89Z 143 18.11000 EUR XETR
2023-03-20T08:40:25.13Z 136 18.11500 EUR XETR
2023-03-20T08:40:56.40Z 133 18.12500 EUR XETR
2023-03-20T08:43:44.32Z 32 18.08500 EUR XETR
2023-03-20T08:43:44.32Z 156 18.08500 EUR XETR
2023-03-20T08:45:28.84Z 182 18.07500 EUR XETR
2023-03-20T08:47:58.68Z 240 18.14500 EUR XETR
2023-03-20T08:49:06.91Z 130 18.16500 EUR XETR
2023-03-20T08:52:36.77Z 176 18.18000 EUR XETR
2023-03-20T08:52:57.24Z 182 18.16500 EUR XETR
2023-03-20T08:52:57.25Z 153 18.16500 EUR XETR
2023-03-20T08:55:26.36Z 141 18.27000 EUR XETR
2023-03-20T08:55:26.36Z 142 18.27000 EUR XETR
2023-03-20T08:56:02.69Z 222 18.29500 EUR XETR
2023-03-20T08:58:13.09Z 228 18.27000 EUR XETR
2023-03-20T08:59:01.96Z 158 18.29500 EUR XETR
2023-03-20T08:59:07.64Z 241 18.29000 EUR XETR
