Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 05Apr23 XETR 71,000 20.81587 EUR XETR
2023-04-05T07:05:08.60Z 108 20.93000 EUR XETR
2023-04-05T07:05:19.63Z 149 20.90000 EUR XETR
2023-04-05T07:05:22.59Z 99 20.89000 EUR XETR
2023-04-05T07:05:22.77Z 134 20.88000 EUR XETR
2023-04-05T07:09:03.51Z 44 20.97000 EUR XETR
2023-04-05T07:09:03.51Z 205 20.97000 EUR XETR
2023-04-05T07:09:28.57Z 173 20.95000 EUR XETR
2023-04-05T07:10:12.77Z 6 20.93000 EUR XETR
2023-04-05T07:10:12.77Z 215 20.93000 EUR XETR
2023-04-05T07:11:34.60Z 104 20.90000 EUR XETR
2023-04-05T07:14:50.20Z 181 21.03000 EUR XETR
2023-04-05T07:15:36.82Z 111 21.06000 EUR XETR
2023-04-05T07:16:01.54Z 152 21.04000 EUR XETR
2023-04-05T07:16:17.81Z 197 21.02000 EUR XETR
2023-04-05T07:16:51.80Z 150 20.98000 EUR XETR
2023-04-05T07:16:52.80Z 12 20.97000 EUR XETR
2023-04-05T07:16:52.80Z 123 20.97000 EUR XETR
2023-04-05T07:19:06.42Z 137 20.94000 EUR XETR
2023-04-05T07:21:02.57Z 97 20.92000 EUR XETR
2023-04-05T07:22:30.78Z 107 20.90000 EUR XETR
2023-04-05T07:22:30.78Z 108 20.91000 EUR XETR
2023-04-05T07:24:01.70Z 123 20.89000 EUR XETR
2023-04-05T07:24:14.01Z 129 20.88000 EUR XETR
2023-04-05T07:24:14.32Z 28 20.87000 EUR XETR
2023-04-05T07:24:14.32Z 77 20.87000 EUR XETR
2023-04-05T07:25:39.35Z 101 20.85000 EUR XETR
2023-04-05T07:26:17.69Z 109 20.85000 EUR XETR
2023-04-05T07:27:17.33Z 3 20.86000 EUR XETR
2023-04-05T07:27:17.33Z 109 20.86000 EUR XETR
2023-04-05T07:27:46.70Z 100 20.81000 EUR XETR
2023-04-05T07:28:04.69Z 165 20.82000 EUR XETR
2023-04-05T07:28:43.51Z 99 20.79000 EUR XETR
2023-04-05T07:28:55.02Z 121 20.78000 EUR XETR
2023-04-05T07:28:58.88Z 121 20.76000 EUR XETR
2023-04-05T07:28:58.94Z 51 20.75000 EUR XETR
2023-04-05T07:28:58.98Z 88 20.75000 EUR XETR
2023-04-05T07:30:43.63Z 165 20.73000 EUR XETR
2023-04-05T07:31:55.89Z 116 20.76000 EUR XETR
2023-04-05T07:32:33.69Z 203 20.78000 EUR XETR
2023-04-05T07:33:06.83Z 99 20.78000 EUR XETR
2023-04-05T07:33:41.84Z 119 20.79000 EUR XETR
2023-04-05T07:34:04.81Z 182 20.77000 EUR XETR
2023-04-05T07:37:03.13Z 207 20.78000 EUR XETR
2023-04-05T07:37:49.24Z 126 20.76000 EUR XETR
2023-04-05T07:38:35.48Z 103 20.73000 EUR XETR
2023-04-05T07:40:42.50Z 175 20.74000 EUR XETR
2023-04-05T07:41:55.49Z 110 20.74000 EUR XETR
2023-04-05T07:44:31.54Z 108 20.68000 EUR XETR
2023-04-05T07:45:17.31Z 97 20.68000 EUR XETR
2023-04-05T07:47:38.50Z 152 20.74000 EUR XETR
2023-04-05T07:49:21.21Z 159 20.80000 EUR XETR
2023-04-05T07:50:50.45Z 189 20.81000 EUR XETR
2023-04-05T07:50:56.29Z 178 20.81000 EUR XETR
2023-04-05T07:51:44.28Z 106 20.80000 EUR XETR
2023-04-05T07:53:04.81Z 101 20.79000 EUR XETR
2023-04-05T07:55:00.08Z 180 20.75000 EUR XETR
2023-04-05T07:56:55.46Z 147 20.76000 EUR XETR
2023-04-05T07:59:03.40Z 138 20.79000 EUR XETR
2023-04-05T07:59:04.01Z 140 20.78000 EUR XETR
2023-04-05T08:02:11.90Z 98 20.75000 EUR XETR
2023-04-05T08:02:12.41Z 107 20.74000 EUR XETR
2023-04-05T08:02:43.18Z 103 20.71000 EUR XETR
2023-04-05T08:03:38.93Z 105 20.72000 EUR XETR
2023-04-05T08:04:48.99Z 121 20.72000 EUR XETR
2023-04-05T08:05:39.05Z 155 20.71000 EUR XETR
2023-04-05T08:07:00.48Z 107 20.68000 EUR XETR
2023-04-05T08:08:40.30Z 94 20.64000 EUR XETR
