Trading date time according to 
field 28Quantity according to field 
30Price 
according to field 
33Price Currency 
according to 
field 34Venue 
according to 
field 36
Aggregation 20Apr23 XETR 70,000 21.16301 EUR XETR
2023-04-20T07:04:57.30Z 209 21.33000 EUR XETR
2023-04-20T07:08:11.16Z 192 21.35000 EUR XETR
2023-04-20T07:08:34.35Z 164 21.35000 EUR XETR
2023-04-20T07:12:37.89Z 157 21.30000 EUR XETR
2023-04-20T07:12:41.50Z 181 21.31000 EUR XETR
2023-04-20T07:14:38.07Z 100 21.31000 EUR XETR
2023-04-20T07:14:38.07Z 128 21.31000 EUR XETR
2023-04-20T07:15:34.58Z 125 21.29000 EUR XETR
2023-04-20T07:17:50.86Z 148 21.24000 EUR XETR
2023-04-20T07:19:14.68Z 161 21.25000 EUR XETR
2023-04-20T07:20:55.81Z 131 21.24000 EUR XETR
2023-04-20T07:23:07.64Z 104 21.25000 EUR XETR
2023-04-20T07:23:07.64Z 130 21.25000 EUR XETR
2023-04-20T07:24:07.85Z 50 21.21000 EUR XETR
2023-04-20T07:25:30.70Z 125 21.24000 EUR XETR
2023-04-20T07:28:35.70Z 123 21.16000 EUR XETR
2023-04-20T07:30:23.80Z 127 21.17000 EUR XETR
2023-04-20T07:31:38.03Z 50 21.09000 EUR XETR
2023-04-20T07:31:38.05Z 79 21.09000 EUR XETR
2023-04-20T07:31:54.41Z 1 21.08000 EUR XETR
2023-04-20T07:31:54.41Z 163 21.08000 EUR XETR
2023-04-20T07:35:16.13Z 206 21.10000 EUR XETR
2023-04-20T07:36:29.95Z 95 21.05000 EUR XETR
2023-04-20T07:40:35.24Z 189 21.11000 EUR XETR
2023-04-20T07:40:35.25Z 133 21.11000 EUR XETR
2023-04-20T07:42:50.36Z 131 21.12000 EUR XETR
2023-04-20T07:43:15.15Z 255 21.12000 EUR XETR
2023-04-20T07:44:41.47Z 50 21.14000 EUR XETR
2023-04-20T07:45:38.59Z 125 21.14000 EUR XETR
2023-04-20T07:48:02.12Z 281 21.18000 EUR XETR
2023-04-20T07:52:38.32Z 145 21.20000 EUR XETR
2023-04-20T07:53:48.29Z 144 21.20000 EUR XETR
2023-04-20T07:57:41.26Z 61 21.20000 EUR XETR
2023-04-20T07:57:41.26Z 84 21.20000 EUR XETR
2023-04-20T07:57:41.29Z 130 21.19000 EUR XETR
2023-04-20T07:57:46.73Z 167 21.19000 EUR XETR
2023-04-20T07:59:05.57Z 259 21.16000 EUR XETR
2023-04-20T08:00:17.32Z 107 21.15000 EUR XETR
2023-04-20T08:00:27.59Z 139 21.15000 EUR XETR
2023-04-20T08:02:51.11Z 123 21.15000 EUR XETR
2023-04-20T08:05:04.29Z 230 21.11000 EUR XETR
2023-04-20T08:05:24.48Z 251 21.10000 EUR XETR
2023-04-20T08:07:37.15Z 225 21.15000 EUR XETR
2023-04-20T08:07:37.17Z 133 21.15000 EUR XETR
2023-04-20T08:10:43.14Z 200 21.15000 EUR XETR
2023-04-20T08:13:07.64Z 170 21.18000 EUR XETR
2023-04-20T08:13:09.87Z 50 21.17000 EUR XETR
2023-04-20T08:13:56.84Z 123 21.16000 EUR XETR
2023-04-20T08:18:41.95Z 184 21.13000 EUR XETR
2023-04-20T08:24:20.21Z 70 21.15000 EUR XETR
2023-04-20T08:25:00.01Z 102 21.15000 EUR XETR
2023-04-20T08:25:00.03Z 238 21.15000 EUR XETR
2023-04-20T08:25:09.66Z 367 21.15000 EUR XETR
2023-04-20T08:26:42.39Z 215 21.15000 EUR XETR
2023-04-20T08:27:12.18Z 181 21.15000 EUR XETR
2023-04-20T08:29:01.70Z 204 21.14000 EUR XETR
2023-04-20T08:31:04.14Z 193 21.14000 EUR XETR
2023-04-20T08:33:02.21Z 248 21.10000 EUR XETR
2023-04-20T08:34:22.83Z 51 21.11000 EUR XETR
2023-04-20T08:34:22.83Z 83 21.11000 EUR XETR
2023-04-20T08:37:24.71Z 247 21.11000 EUR XETR
2023-04-20T08:38:16.52Z 123 21.11000 EUR XETR
2023-04-20T08:39:24.43Z 177 21.09000 EUR XETR
2023-04-20T08:45:35.00Z 89 21.11000 EUR XETR
2023-04-20T08:45:58.24Z 97 21.11000 EUR XETR
2023-04-20T08:46:12.75Z 61 21.11000 EUR XETR
2023-04-20T08:48:04.87Z 90 21.11000 EUR XETR
